Id,Name,Eos Cat,Eos Cat Name,Category,Atr Product Group,Atr Product Group Name
T1312,Steering Shocks,CAT10,Heavy Duty,101,0,OTHER - Not linked
T1313,Supplementary Coil Springs,CAT10,Heavy Duty,101,0,OTHER - Not linked
T1314,Top Strut Mounting,CAT10,Heavy Duty,101,0,OTHER - Not linked
T1315,Suspension Mount Bearings,CAT10,Heavy Duty,101,0,OTHER - Not linked
T1316,Air Suspension Add-ons,CAT10,Heavy Duty,101,0,OTHER - Not linked
T1318,Leaf Spring Add-Ons,CAT10,Heavy Duty,101,0,OTHER - Not linked
T1320,Brake Caliper Accessories,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1321,Brake Disc Accessories,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1322,Brake Drum Accessories,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1323,Brake shoes & Lining Accessories,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1324,Brake pads accessories,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1325,Brake Discs & Pads Kits,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1326,Brake Cylinders,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1327,Brake Wear Indicators,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1328,Brake booster & Master Cylinder,CAT10,Heavy Duty,102,0,OTHER - Not linked
T1410,Suspension Kits,CAT10,Heavy Duty,111,0,OTHER - Not linked
T1411,Ball joint add-ons,CAT10,Heavy Duty,111,0,OTHER - Not linked
T1412,Suspension Arms,CAT10,Heavy Duty,111,0,OTHER - Not linked
T1413,Steering Knuckles,CAT10,Heavy Duty,111,0,OTHER - Not linked
T1414,Steering Column,CAT10,Heavy Duty,111,0,OTHER - Not linked
T1415,Link Stabilisers,CAT10,Heavy Duty,111,0,OTHER - Not linked
T1417,Steering Boots,CAT10,Heavy Duty,111,0,OTHER - Not linked
T2010,Clutch kits,CAT10,Heavy Duty,201,"204,000",Clutches
T2011,Clutch parts,CAT10,Heavy Duty,201,"204,000",Clutches
T2012,Clutch hydraulics,CAT10,Heavy Duty,201,"204,000",Clutches
T2013,To Delete - Clutch various,CAT10,Heavy Duty,201,"204,000",Clutches
T2014,Dual Mass Flywheels,CAT10,Heavy Duty,201,"204,000",Clutches
T2020,V and Multi ribbed Belts,CAT10,Heavy Duty,202,"201,500",Drive belts
T2021,Single tensioners and pulleys,CAT10,Heavy Duty,202,"201,542",Tensioners
T2022,Timing & Auxiliary Belt kits (belt and tensioners),CAT10,Heavy Duty,202,0,OTHER - Not linked
T2023,Transmission chains & components,CAT10,Heavy Duty,202,"201,500",Drive belts
T2025,"Water pump kits (timing belt, tensioners, water pump)",CAT10,Heavy Duty,202,0,OTHER - Not linked
T2026,Single timing belts,CAT10,Heavy Duty,202,0,OTHER - Not linked
T2027,To Delete - Crankshaft pulleys,CAT10,Heavy Duty,202,0,OTHER - Not linked
T2030,Engine air filters,CAT10,Heavy Duty,203,"203,500",Motor vehicle filters
T2031,Cabin filters,CAT10,Heavy Duty,203,"203,500",Motor vehicle filters
T2032,Fuel filters,CAT10,Heavy Duty,203,0,OTHER - Not linked
T2033,Oil filters,CAT10,Heavy Duty,203,0,OTHER - Not linked
T2034,Transmission and other filters,CAT10,Heavy Duty,203,0,OTHER - Not linked
T2040,Hoses,CAT10,Heavy Duty,204,"600,040",Parts subject to wear other revenues
T2041,To Delete - Hose clamps,CAT10,Heavy Duty,204,"551,500",Mounting parts / DIN standard parts / screws
T2050,Water pumps,CAT10,Heavy Duty,205,"206,010",Water pumps
T2051,Thermostats,CAT10,Heavy Duty,205,"206,015",Thermostates
T2052,Radiators,CAT10,Heavy Duty,205,"207,500",Engine cooling
T2053,Fans,CAT10,Heavy Duty,205,"207,500",Engine cooling
T2054,Expansion tanks,CAT10,Heavy Duty,205,0,OTHER - Not linked
T2055,Heaters,CAT10,Heavy Duty,205,0,OTHER - Not linked
T2056,Intercoolers,CAT10,Heavy Duty,205,0,OTHER - Not linked
T2057,Oil coolers,CAT10,Heavy Duty,205,0,OTHER - Not linked
T2058,Cooling Products,CAT10,Heavy Duty,205,0,OTHER - Not linked
T2059,Oil cooler gaskets & seals,CAT10,Heavy Duty,205,0,OTHER - Not linked
T2060,Pistons,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2061,Piston rings,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2062,Engine bearings,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2063,Engine Mounts,CAT10,Heavy Duty,236,0,OTHER - Not linked
T2064,Oil Service accessories,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2065,Valves,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2066,Cylinder heads,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2067,Bolts and bolts sets,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2068,Camshafts and camshaft kits,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2069,Crankshafts,CAT10,Heavy Duty,206,0,OTHER - Not linked
T2070,Engine Oils,CAT10,Heavy Duty,207,"401,510",Engine oils
T2071,Gearbox lubricants,CAT10,Heavy Duty,207,0,OTHER - Not linked
T2072,Other Oils and lubricants,CAT10,Heavy Duty,207,0,OTHER - Not linked
T2074,Transmission lubricants,CAT10,Heavy Duty,207,0,OTHER - Not linked
T2080,Fuel pumps,CAT10,Heavy Duty,208,"208,540",Fuel Systems/fuel pumps/replacement parts
T2081,Fuel Products,CAT10,Heavy Duty,208,0,OTHER - Not linked
T2090,Engine various,CAT10,Heavy Duty,209,"209,200",Diesel spare parts
T2091,Injection actuators,CAT10,Heavy Duty,209,"209,200",Diesel spare parts
T2092,Oil pumps,CAT10,Heavy Duty,209,"207,500",Engine cooling
T2093,Turbochargers,CAT10,Heavy Duty,209,"600,040",Parts subject to wear other revenues
T2094,Tachographs,CAT10,Heavy Duty,209,"600,040",Parts subject to wear other revenues
T2095,Speed limiters,CAT10,Heavy Duty,209,"600,040",Parts subject to wear other revenues
T2100,Engine gaskets and seals,CAT10,Heavy Duty,210,0,OTHER - Not linked
T2110,Complete engines,CAT10,Heavy Duty,211,0,OTHER - Not linked
T2120,Gearboxes and components,CAT10,Heavy Duty,212,0,OTHER - Not linked
T3010,Spark plugs,CAT10,Heavy Duty,301,0,OTHER - Not linked
T3011,Ignition cables,CAT10,Heavy Duty,301,0,OTHER - Not linked
T3012,Glow plugs,CAT10,Heavy Duty,301,"102,015",Glow plugs
T3013,Ignition electric components (traditional),CAT10,Heavy Duty,301,"102,025",Igition parts
T3014,Ignition coils,CAT10,Heavy Duty,301,0,OTHER - Not linked
T3020,Starters,CAT10,Heavy Duty,302,"101,000",Starters/alternators
T3021,Alternators,CAT10,Heavy Duty,302,"101,000",Starters/alternators
T3022,Spare parts for starters and alternators,CAT10,Heavy Duty,302,"101,000",Starters/alternators
T3030,Batteries,CAT10,Heavy Duty,303,"103,010",Car batteries
T3040,TRW Sipea products,CAT10,Heavy Duty,304,"600,010",Automotive electrics other revenues
T3050,Wiper arms,CAT10,Heavy Duty,305,"104,010",Wiperblades/rubbers
T3051,Wiping systems,CAT10,Heavy Duty,305,"104,035",Wiper motors / relays etc.
T3052,Wiper blades,CAT10,Heavy Duty,305,0,OTHER - Not linked
T3053,Wiper Motors,CAT10,Heavy Duty,305,0,OTHER - Not linked
T3060,Headlights,CAT10,Heavy Duty,306,"102,510",Headlights
T3061,Bulb lamps,CAT10,Heavy Duty,306,"102,525",Bulbs
T3062,Rear lights,CAT10,Heavy Duty,306,0,OTHER - Not linked
T3063,Side lights,CAT10,Heavy Duty,306,0,OTHER - Not linked
T3064,Other lights,CAT10,Heavy Duty,306,0,OTHER - Not linked
T3065,Front Light accessories,CAT10,Heavy Duty,306,"102,510",Headlights
T3066,Universal lights,CAT10,Heavy Duty,306,0,OTHER - Not linked
T3067,Daytime lights,CAT10,Heavy Duty,306,0,OTHER - Not linked
T3068,Front Fog Lights,CAT10,Heavy Duty,306,0,OTHER - Not linked
T3070,Switches,CAT10,Heavy Duty,307,"104,500",Switches/relays
T3071,Steering Column Switches,CAT10,Heavy Duty,307,"104,500",Switches/relays
T3072,Horn,CAT10,Heavy Duty,307,"600,010",Automotive electrics other revenues
T3073,Electric various,CAT10,Heavy Duty,307,"600,010",Automotive electrics other revenues
T3074,To Delete - Ignition parts (traditional),CAT10,Heavy Duty,307,"102,025",Igition parts
T3080,Other Sensors & Valves,CAT10,Heavy Duty,308,"202,515",Lambda sensors
T3081,Exhaust gas sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3082,EGR (exhaust gas regulation) valves,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3083,Mass air flow meters,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3084,Oxygen (lambda) sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3086,Inlet Manifolds,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3087,Other electronic parts,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3088,TPMS Sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3089,Speed sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3381,Crankshaft & Camshaft Sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3382,Throttle Body,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3383,Nox Sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3384,Accelerator Pedal Position Sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3385,Steering Angle Sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3386,Pressure Sensors,CAT10,Heavy Duty,308,0,OTHER - Not linked
T3387,Control Units,CAT10,Heavy Duty,308,0,OTHER - Not linked
T4010,Bonnets,CAT10,Heavy Duty,401,"251,500",Sheet metal parts
T4011,Fenders,CAT10,Heavy Duty,401,0,OTHER - Not linked
T4012,Doors,CAT10,Heavy Duty,401,0,OTHER - Not linked
T4013,Tailgates & Boots,CAT10,Heavy Duty,401,0,OTHER - Not linked
T4014,Repair panels,CAT10,Heavy Duty,401,0,OTHER - Not linked
T4015,Door Locks and Handles,CAT10,Heavy Duty,401,0,OTHER - Not linked
T4016,Metal Repair Sheets,CAT10,Heavy Duty,401,0,OTHER - Not linked
T4030,Outside mirrors,CAT10,Heavy Duty,403,"152,510",Exterior mirrors/ interior mirrors
T4032,Inside mirrors,CAT10,Heavy Duty,403,0,OTHER - Not linked
T4033,Mirror Cover,CAT10,Heavy Duty,403,0,OTHER - Not linked
T4034,Mirror Glass,CAT10,Heavy Duty,403,0,OTHER - Not linked
T4035,Outside Mirror Control Element,CAT10,Heavy Duty,403,0,OTHER - Not linked
T4040,Front Bumpers,CAT10,Heavy Duty,404,"252,000",Plastic parts
T4041,Bumper rear,CAT10,Heavy Duty,404,0,OTHER - Not linked
T4043,Grilles,CAT10,Heavy Duty,404,0,OTHER - Not linked
T4044,Trims,CAT10,Heavy Duty,404,0,OTHER - Not linked
T4045,Plastic covers,CAT10,Heavy Duty,404,0,OTHER - Not linked
T4050,Windscreens,CAT10,Heavy Duty,405,"251,000",Car glass
T4051,Side windows,CAT10,Heavy Duty,405,0,OTHER - Not linked
T4052,Rear windows,CAT10,Heavy Duty,405,0,OTHER - Not linked
T4053,Window Accessories,CAT10,Heavy Duty,405,0,OTHER - Not linked
T4060,Window Regulators,CAT10,Heavy Duty,406,"600,030",Body parts other revenues
T4090,To Delete - Bodyparts various,CAT10,Heavy Duty,401,"600,030",Body parts other revenues
T4091,Fuel Tanks,CAT10,Heavy Duty,409,0,OTHER - Not linked
T4092,Wiper mechanisms,CAT10,Heavy Duty,409,0,OTHER - Not linked
T5020,Tow bars,CAT10,Heavy Duty,502,"600,020",Accessories other revenues
T5030,Car-Audio-Systems,CAT10,Heavy Duty,502,"101,515",Car radio/ loudspeaker/ accessory
T5040,Snow chains,CAT10,Heavy Duty,502,"152,515",Snow chains
T5050,Original parts,CAT10,Heavy Duty,505,"600,060",Other revenues without mapping
T5090,Accessories various,CAT10,Heavy Duty,509,"600,020",Accessories other revenues
T5321,Interior cabin parts,CAT10,Heavy Duty,502,0,OTHER - Not linked
T7040,Basecoat,CAT10,Heavy Duty,704,0,OTHER - Not linked
T9000,"Not linked (trucks, CV)",CAT99,Not linked,900,0,OTHER - Not linked
